rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,rainfall_72h,soil_moisture,slope_degree,elevation,terrain_ruggedness,historical_landslide_frequency,land_cover_factor,road_cutting_factor,distance_to_road,distance_to_river,satellite_change_index,temperature,humidity,recent_cracks,field_reports_count,landslide_probability
14.94010798243242,9.499160568716855,204.8932003895486,88.15404845767318,321.5649924547443,84.10481708932465,19.72964652337685,1384.552447411715,0.4351519097484313,10,0.1567297805306168,0.8071950365645935,0.5791857951926671,9.374930124395458,0.16228223892137117,26.13796313707531,79.54342421333143,0,3,1
20.60927265773168,26.49532349082873,137.9391823886603,56.38873316159892,123.31633530176553,48.25050746884565,15.150019032436536,2672.3317713316574,0.5888468905859255,7,0.07777278630373119,0.06826406321606693,2.459553240210268,4.709456611873985,0.6527014443474933,34.353782258878155,58.24953165041501,1,0,1
13.016005620090224,15.05614675061905,29.70601837759674,90.79484953406612,335.29754105748145,30.89478842286472,25.507368028730287,56.08139433033761,0.4641886465136894,3,0.489287657133635,0.1377046889429231,4.73190123915082,5.031274881985471,0.16965892680653216,34.60244547579779,85.5997538244759,1,1,1
11.571307219233626,60.61925375880411,49.09868224388414,130.8206884232513,638.739716464154,56.693750665951875,10.171017547189594,157.61830717494414,0.8282609743530878,4,0.7380427230226063,0.7221570251976652,1.3693506473202186,2.5240783279979007,0.3632507731223503,26.6696765071362,56.144928306612876,3,0,1
22.481992193561844,9.132183825599327,4.243328022741148,127.27707803389843,190.50962591167473,70.82878604247503,36.282637072947765,304.12380281798517,0.6801608957500527,0,0.6826866352787553,0.24010254049463842,0.7144933697846971,9.23684519606484,0.6043266934076025,29.278546196629925,76.06885664453362,1,0,1
12.38476774548074,8.321021001978604,32.54448026287786,139.75267755761456,123.69947185609149,27.50274602476791,45.65597836684795,2366.95349869367,0.4817823999854989,3,0.08893683570692201,0.18563335411959703,4.8051937824776045,3.820167591011261,0.22934706725850418,22.173712446016307,63.821661053676756,1,0,1
16.8706282396132,47.69976789252533,16.715966961510205,138.82458210918423,180.37731632304826,96.18108539342951,8.483702057924686,480.6054318211052,0.8070092868122437,9,0.7201594278136519,0.8876833305930206,6.739996287287224,2.753640837463429,0.7613191963555885,24.661962759054855,87.88589944150746,0,0,1
15.68084164972305,42.38400626400052,34.88997325683451,65.82142266229242,266.77578966589033,90.45721473659441,30.971286044467707,649.7299493193411,0.2690851191745779,2,0.31820318732499175,0.538411646447698,2.01688079890942,8.88743860535703,0.508861887419655,14.65939350844302,70.97720868145694,1,0,1
22.46783103319263,36.450083966184614,11.302069228014878,198.417699516562,51.74498425577718,97.86615246889748,36.158683429021615,899.6139005558658,0.17574936955598142,5,0.44400896074013574,0.5241032752884047,3.5120807604524646,1.8208783765478853,0.3570475697108042,26.844090349352435,55.615293437532884,1,2,1
10.031883096084748,55.22609157170061,27.455108919593727,221.26110378590403,185.30910194936118,39.39045578939964,24.306290728023615,717.0217866829142,0.393608875607491,6,0.7816765640473589,0.5974823911861601,7.973282816806032,1.0641186004795844,0.154635635246945,33.32367199617441,77.71964618997865,1,1,1
28.010566487738977,19.39351501866835,33.9760455856916,118.38029118113906,127.5067744719569,55.44690353232184,34.049499015034975,2543.9883249425325,0.8580109869091701,7,0.589346106100827,0.6084548128527788,6.194329826728819,4.31548116063756,0.7139524305941561,26.37110239513221,63.56560240926444,1,1,1
8.053500552493723,23.667332586788085,53.85623080201034,475.89861340603835,74.33024828454195,88.46884847333237,11.241036700135046,2721.7452013007132,0.8315466989190131,8,0.46204013894645224,0.09165611966294296,5.7185161113144645,0.9434629919054005,0.06976696481280653,29.494577008769447,85.40993650967133,1,3,1
17.683111230085352,41.433333809179494,14.11317345960696,150.23499830011542,211.11649825587432,65.01313902440785,31.692005898547677,1041.0244445442618,0.5873872464504493,6,0.7456092466697569,0.4793466026106471,6.126068624871362,8.973825408697898,0.5325097293112723,20.78018293408581,85.56706728411388,0,2,1
16.203548865334437,38.29188797664798,119.2975871984221,44.07609794046249,385.44508829942225,86.34984200356293,34.88335250052719,1614.3968018520834,0.2044626271710106,6,0.5275305448061727,0.48103319600277816,0.24430596521242798,4.868099404489117,0.26993876701090747,12.080720926889304,82.27225746622494,3,1,1
7.437308704739144,16.191495394835492,32.79336588181936,94.05210828313675,115.76402792097602,15.037973671940051,35.46936826713639,859.0504535064612,0.8007972336532208,4,0.22804726277160325,0.24776716890422712,6.650915005748067,1.2700609142179031,0.47561596982361987,12.49925626752325,85.33013034236356,1,1,1
18.770235382975095,67.48660325410317,69.43369945809948,89.8590857827916,254.312000402366,59.27108224844788,22.51030275472159,2682.756498909275,0.2591694576565151,4,0.7595384434794675,0.3724005339256029,5.454020459820905,1.2374639246570407,0.22665469679954076,14.980525737007188,88.87704123440506,2,1,1
10.663617629749046,11.311840352951027,31.721044119431955,24.941501521906673,271.04886745660855,92.1292037794179,18.300037022935847,1021.3450361505593,0.8348521554532159,4,0.5504530627792611,0.7501951437410815,6.427360814842557,8.835867885657665,0.23789968971477393,22.30072556512387,83.65313560982358,1,0,1
